top_k,system,coverage,balance_distortion,conciseness,inter_system_divergence
15,Baseline A,0.5833333333333335,0.1511482247631924,3.4027742470536873,0.07058567603429158
15,Baseline B,0.7499999999999999,0.08150055164642604,3.4317506949620493,0.07058567603429158
15,System A,0.7566666666666665,0.03742244080350026,3.5330253488582253,0.07058567603429158
15,System B,0.6288888888888889,0.12417512918624864,3.5144034629319654,0.07058567603429158
