top_k,system,coverage,balance_distortion,conciseness,inter_system_divergence
15,Baseline A,0.5855555555555557,0.14638632000128768,3.4008017437497444,0.07315783699353536
15,Baseline B,0.7088888888888888,0.03667345565571454,3.3414153767118715,0.07315783699353536
15,System A,0.7566666666666665,0.03742244080350026,3.5330253488582253,0.07315783699353536
15,System B,0.7122222222222222,0.08168794541482,3.5947389326167647,0.07315783699353536
